,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),10760030,The Great Beauty (2013) ,绝美之城 La grande Bellezza,剧情,8.1,23410,35.9%,40.5%,18.6%,3.7%,1.3%,意大利,法国,1018303,1023140,1041550,1009716,1073865,1284010,1152506,1015053,"https://ia.media-imdb.com/images/M/MV5BMTQ0ODg1OTQ2Nl5BMl5BanBnXkFtZTgwNTc2MDY1MDE@._V1_UY268_CR0,0,182,268_AL_.jpg"
