,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2017),24753477,Spider-Man: Homecoming (2017) ,蜘蛛侠：英雄归来 Spider-Man: Homecoming,动作,科幻,冒险,7.4,195175,15.8%,45.8%,33.8%,3.8%,0.8%,美国,1350194,1325351,1016681,1047974,1049486,1376777,1204197,1325576,1027164,1351746,1356935,1359069,1179434,1022628,1314061,1354114,1348031,1000287,1027505,1016673,1018985,1017885,"https://ia.media-imdb.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
