,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2014),25917973,Xin mi gong (2014) ,心迷宫,剧情,悬疑,犯罪,8.6,182822,43.3%,45.9%,9.7%,0.8%,0.3%,中国大陆,1341214,1350890,1350891,1350892,1350893,1350894,1350897,1350895,1350896,1350898,1350899,1354514,1364916,1326044,1364917,1364918,1364919,1353450,1364920,"https://ia.media-imdb.com/images/M/MV5BYzEwYjkxMGQtNTEwOC00ZTIzLWFlMjUtMTU4N2UwYjYwMGQxXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
