,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2015),25964071,Xia Luo te fan nao (2015) ,夏洛特烦恼,喜剧,爱情,7.4,394000,23.3%,38.2%,28.4%,6.8%,3.2%,中国大陆,1350410,1350409,1325700,1319032,1332934,1350408,1321587,1316331,1350407,1327084,1328349,1274438,1322777,1351721,1356681,1363857,1344888,1355519,1354617,1330849,1320285,1367855,1355058,1367692,"https://ia.media-imdb.com/images/M/MV5BNDc1NjgzZjktYmFmZi00MWQxLWJkNjItMzhjZTdiMWViY2MyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
