,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),25777636,The Jungle Book (2016) ,奇幻森林 The Jungle Book,剧情,奇幻,冒险,7.8,162251,22.0%,48.1%,27.0%,2.5%,0.4%,美国,1027164,1341495,1054508,1054393,1049501,1334862,1054453,1048143,1053574,1342946,1036574,1356400,1356402,"https://ia.media-imdb.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
