,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),11624706,Minions (2015) ,小黄人大眼萌 Minions,喜剧,动画,7.3,140030,17.2%,38.5%,37.6%,5.8%,0.9%,美国,1313385,1313061,1022003,1031817,1049486,1041139,1027820,1010636,1010543,1054391,1313061,1315126,1350431,1027879,1350430,1350429,1350428,"https://ia.media-imdb.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
