,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),25662327,Huo guo ying xiong (2016) ,火锅英雄,剧情,犯罪,7.2,191225,11.9%,44.6%,37.5%,5.0%,1.0%,中国大陆,1274857,1053618,1275542,1274463,1274271,1350317,1340310,1330992,1356221,1356222,1356223,1348484,1356651,1336673,"https://ia.media-imdb.com/images/M/MV5BMTQ2ODY0NzYzOF5BMl5BanBnXkFtZTgwMDUwODI1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
