,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2014),21334420,A Million Ways to Die in the West (2014) ,死在西部的一百万种方式 A Million Ways to Die in the West,喜剧,西部,6.8,35920,10.3%,32.9%,45.3%,9.8%,1.8%,美国,1041123,1041123,1018991,1053586,1031220,1036317,1017896,1036448,1036366,1116524,1123610,1036865,1007007,1053623,1036329,"https://ia.media-imdb.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
