,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2013),11606328,The Hobbit: The Desolation of Smaug (2013) ,霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,动作,奇幻,冒险,8.2,201939,33.0%,46.0%,18.7%,1.9%,0.4%,美国,新西兰,1040524,1054410,1049612,1022639,1009405,1008069,1021963,1018975,1276136,1049500,1313404,1013997,1336580,1064898,1325970,1325972,1325969,1336579,1325971,1285902,1325968,1288618,1118664,1323191,1131925,1027504,1018162,"https://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
