,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2013),19973780,Philomena (2013) ,菲洛梅娜 Philomena,剧情,同性,家庭,传记,8.4,19203,33.3%,52.9%,13.0%,0.7%,0.2%,英国,美国,法国,1019090,1054384,1027820,1314801,1056148,1106682,1332398,1022730,1338288,1314334,1314666,1230130,1329188,1088740,"https://ia.media-imdb.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
