,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2014),10726941,Sit ting fung wan 3 (2014) ,窃听风云3,动作,悬疑,惊悚,犯罪,6.2,106671,5.0%,21.1%,54.4%,16.8%,2.8%,香港,中国大陆,1126158,1014716,1007251,1027577,1027502,1027798,1005537,1033102,1275451,1016771,1037715,1050329,1321559,1275712,1314508,1054340,1274577,1051051,1025476,1025526,"https://ia.media-imdb.com/images/M/MV5BNmZjNDUyZmYtMzQ0Zi00YTMzLTk4ZGUtNDY0ZmU1N2ViNTM3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
