,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),22265299,Everest (2015) ,绝命海拔 Everest,剧情,传记,冒险,7.4,46860,14.8%,45.8%,35.4%,3.5%,0.5%,英国,美国,冰岛,1032422,1305193,1004568,1100849,1002676,1013814,1104615,1054448,1000147,1048002,1202039,1322172,1333367,1027267,1317680,1316120,1133440,"https://ia.media-imdb.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
