,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2016),26879060,Qing Sheng (2016) ,情圣,喜剧,6.1,86969,6.4%,23.7%,45.9%,17.2%,6.8%,中国大陆,1325035,1364417,1274979,1274496,1274081,1316368,1350408,1275749,1327084,1336802,1276038,1316331,1274235,1317139,1316334,1315474,1310743,1315463,1386623,1386624,1349908,"https://ia.media-imdb.com/images/M/MV5BOTYzYzViOGUtMDlkYS00YTk3LWE2ZGMtNjNlNjE3ZDJlNjcyL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
