,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),26648284,Mother! (2017) ,母亲！ Mother!,剧情,悬疑,惊悚,6.6,18554,11.5%,31.4%,39.7%,12.5%,4.9%,美国,1041000,1022616,1054414,1048024,1035642,1227388,1313116,1366311,1381367,1381373,1381374,1381375,1049945,1313059,1128172,1381376,1093303,1007032,1374236,1022588,"https://ia.media-imdb.com/images/M/MV5BMzc5ODExODE0MV5BMl5BanBnXkFtZTgwNDkzNDUxMzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
