,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),11803087,Alien: Covenant (2017) ,异形：契约 Alien: Covenant,科幻,恐怖,7.3,145534,13.8%,45.0%,35.0%,5.0%,1.2%,美国,1054416,1000010,1316589,1009265,1013797,1022762,1014022,1153078,1339675,1307449,1303273,1374204,1355648,1374205,1360418,1374206,1247131,1019001,1035672,1013796,"https://ia.media-imdb.com/images/M/MV5BYzVkMjRhNzctOGQxMC00OGE2LWJhN2EtNmYyODRiMDNlM2ZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
