,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,poster
0,(2016),26430092,Huan Le Song             ,欢乐颂,剧情,爱情,7.3,109167,19.4%,40.5%,28.9%,5.9%,5.3%,中国大陆,1314760,1318083,1011562,1314821,1275649,1314124,1351423,1313650,1314544,1318034,1314123,1275708,1352052,1324753,1323990,1319539,1327677,1348415,1352362,1314975,1357212,1342523,1355471,1325756,1318610,1357213,1357214,1327329,1348963,1357215,1357216,1357217,1355494,1320750,1370719,1370720,1116446,1357099,1370456,1370457,"https://ia.media-imdb.com/images/M/MV5BZWFjMWQzMzYtNGVjMi00ODMxLTk2NDktZjNiYmE2YTU3YWRhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
