,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2012),10573695,Tai Chi Hero (2012) ,太极2：英雄崛起,喜剧,动作,奇幻,武侠,古装,5.9,43752,4.1%,19.1%,51.5%,19.1%,6.2%,中国大陆,1023278,1118167,1323426,1033011,1013782,1275721,1275639,1274503,1321268,1314041,1324044,1011479,1314223,1023278,1274763,1049549,1274820,1025536,1163752,1027502,"https://ia.media-imdb.com/images/M/MV5BMTcyNTUwNzEyOV5BMl5BanBnXkFtZTcwNDY1NjY0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
