,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2014),20502514,A Bite of China II             ,舌尖上的中国 第二季,纪录片,8.4,42326,45.6%,34.7%,15.2%,2.9%,1.7%,中国大陆,1319627,1320458,"https://ia.media-imdb.com/images/M/MV5BNzJiOTFhNGQtNTM1NC00OGE2LWIxMmYtMTI0N2U1ZDUzOTlkXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR21,0,182,268_AL_.jpg"
