,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2014),25805054,Shiwan Ge Lengxiaohua (2014) ,十万个冷笑话,喜剧,动画,奇幻,6.3,68419,9.3%,25.2%,43.3%,16.0%,6.1%,中国大陆,1343619,1345414,1320632,1334351,1334350,1334349,1345415,1343032,1343619,1345413,"https://ia.media-imdb.com/images/M/MV5BMGMyZTRmN2QtOGI3NS00YWVjLTk3MDctNTU0ODI1YTNkMDk5XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
