,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),11584019,Song of the Sea (2014) ,海洋之歌 Song of the Sea,剧情,动画,冒险,8.7,92131,50.1%,37.9%,10.9%,0.9%,0.2%,爱尔兰,丹麦,比利时,卢森堡,法国,1303681,1330675,1000078,1212700,1036526,1348578,1346331,1037327,1378829,1338498,1378830,1344031,1311660,"https://ia.media-imdb.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_UY268_CR1,0,182,268_AL_.jpg"
