,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2017),26425072,Ming yue ji shi you (2017) ,明月几时有,剧情,历史,战争,6.9,56168,9.8%,37.7%,42.7%,8.3%,1.5%,中国大陆,香港,1053570,1027798,1013782,1015713,1016864,1274274,1339442,1255860,1020487,1118167,1315465,1037706,1274229,1028522,1348938,1005843,1274503,1274445,1038227,1028993,1053570,1010090,1313190,1345871,1286723,1335563,1275712,1033090,1275524,"https://ia.media-imdb.com/images/M/MV5BMDFkNjU4NjktODI2Zi00MWYwLWJhMGEtMWEyZmNlZjc1ZDZhXkEyXkFqcGdeQXVyMjI5OTQwNjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
