,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2014),10807909,Zhì qu weihu shan (2014) ,智取威虎山,动作,战争,冒险,7.7,222183,19.5%,49.3%,26.8%,3.3%,1.0%,中国大陆,香港,1007152,1274319,1118167,1314535,1050430,1275756,1275667,1325412,1314627,1344880,1275965,1313672,1316426,1202926,1344879,1323181,1344878,1329235,1344881,1344877,"https://ia.media-imdb.com/images/M/MV5BNDI3NTUxNjQxNl5BMl5BanBnXkFtZTgwNTgzMDE2NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
