,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2016),26280528,I Belonged to You (2016) ,从你的全世界路过,喜剧,爱情,5.3,172192,5.5%,13.9%,36.9%,28.1%,15.6%,中国大陆,1275554,1274235,1275542,1276051,1353578,1317663,1323516,1312846,1318037,1337942,1322145,1362889,1362906,1339661,1362890,1362907,1362908,1340702,1362893,1354116,"https://ia.media-imdb.com/images/M/MV5BN2FkYmNiNTEtZWZmNy00ZmI2LTg0OTgtZGIxYTJkZjIyOWZhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
