,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2017),26639958,Love Off the Cuff (2017) ,春娇救志明 春嬌救志明,剧情,喜剧,爱情,7.0,128694,14.2%,36.2%,39.4%,8.2%,1.9%,香港,中国大陆,1000148,1041510,1173971,1276049,1274534,1048476,1297367,1316344,1298762,1025526,1045825,1038570,1318835,1319764,1349387,1385425,1006502,1038992,1275524,1363520,1275121,1001466,1316214,1357829,1354761,1366379,1385418,1337783,1359088,1315882,1316209,1330485,1000148,"https://ia.media-imdb.com/images/M/MV5BY2FlNTVjMTItYTNhNS00MTQzLWIwOGMtOThlODVkZWI3YjFmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
