,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2013),23997724,Episode #2.1             ,胜者即是正义2 リーガルハイ2,喜剧,悬疑,犯罪,9.2,100856,66.9%,26.9%,5.5%,0.5%,0.2%,日本,1337094,1337095,1316263,1028795,1018562,1274453,1036610,1214398,1327137,1327503,1098533,1029321,1042245,1323337,1316714,1023872,1039073,1275483,1179886,1020236,1154954,1348345,"https://ia.media-imdb.com/images/M/MV5BYmU5YTIxNzAtYTk2Yy00OTE4LWI0M2YtNWZkM2IwZjdjZWNjXkEyXkFqcGdeQXVyMjU0MzQ1NzQ@._V1_UY268_CR63,0,182,268_AL_.jpg"
