,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2015),24751756,Lao pao er (2015) ,老炮儿,剧情,犯罪,7.9,425050,29.1%,42.8%,22.7%,3.7%,1.7%,中国大陆,1274919,1274255,1005268,1274319,1274276,1314140,1337000,1274641,1340456,1313742,1312979,1351584,1321098,1316751,1276060,1313809,1274265,1276046,1274761,1274663,1323723,1314844,1222588,1274223,1339594,1339808,1340022,1315976,"https://ia.media-imdb.com/images/M/MV5BNGVmMzY0YzEtZWEyNi00MmE0LTkyY2YtZTU1MTc2N2M1NDJkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
