,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),24525283,Leviathan (2014) ,利维坦 Левиафан,剧情,7.7,11328,21.3%,48.4%,26.4%,3.3%,0.7%,俄罗斯,1005099,1074703,1338766,1023442,1338764,1177596,1361489,1321344,1361490,1361491,1320662,1361493,1361494,1364782,1361496,1361497,"https://ia.media-imdb.com/images/M/MV5BMjAwMTY3MTU0Ml5BMl5BanBnXkFtZTgwNzE0ODAwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
