,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),26773744,Xiang ai xiang qin (2017) ,相爱相亲,剧情,爱情,家庭,8.5,83308,40.2%,45.1%,13.1%,1.4%,0.3%,中国大陆,台湾,1012646,1012646,1274287,1330484,1313368,1338004,1274576,1316545,1041007,1010208,1274233,1380186,1353600,"https://ia.media-imdb.com/images/M/MV5BY2VkNDllNzctMTEyMC00YmY2LTkwN2MtN2M1NDc3ZTEzM2IxXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
