,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2016),26820836,Ba yue (2016) ,八月,剧情,7.1,25610,10.0%,42.2%,40.7%,6.1%,1.0%,中国大陆,1359764,1359768,1359769,1359770,"https://ia.media-imdb.com/images/M/MV5BNGM5NDZlM2UtMTAyNC00NmIxLThkZmMtNzI2NTg3ZDhiM2NjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR6,0,182,268_AL_.jpg"
