,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),24736566,Bei Jing ai qing gu shi (2014) ,北京爱情故事,爱情,6.1,121149,5.8%,21.2%,48.8%,18.2%,6.0%,中国大陆,1274763,1118167,1036905,1274550,1050430,1274763,1275756,1300406,1274429,1336305,1336314,1280673,1274576,1274663,"https://ia.media-imdb.com/images/M/MV5BMTQyMzAzMzc1N15BMl5BanBnXkFtZTgwNzc3OTYxMTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
