,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,poster
0,(2016),21350556,San shao ye de jian (2016) ,三少爷的剑,剧情,动作,武侠,古装,4.9,52565,3.0%,9.7%,35.1%,35.2%,17.1%,中国大陆,1274289,1314535,1050590,1274286,1276049,1274229,1365226,1328097,1048469,1035898,1345411,1290446,1312822,1307245,1334242,1345741,1390434,1324411,1322812,1329234,1350007,1372839,1354725,1349997,1354665,1316770,1348508,1350000,1350013,1350005,1350002,1348503,1350011,1390553,1361579,1390556,1350001,1357641,1390559,1390560,1350008,1390555,1351986,"https://ia.media-imdb.com/images/M/MV5BNzU3Mjk3YWYtYmZkNS00MDJiLTllNzgtNjU1MmQzNmJjMjVhL2ltYWdlXkEyXkFqcGdeQXVyNTc3MjM3OTA@._V1_UY268_CR5,0,182,268_AL_.jpg"
