,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),26844438,Chapter One: MADMAX             ,怪奇物语 第二季 Stranger Things Season 2,剧情,恐怖,奇幻,8.8,43665,52.8%,37.1%,9.0%,0.9%,0.3%,美国,1359182,1359183,1289935,1036450,1336471,1012519,1360134,1225637,1340320,1352112,1360120,1359349,1360138,1359631,1360284,1074937,1031818,1363303,1338883,1354781,1378568,"https://ia.media-imdb.com/images/M/MV5BMTA0ODE1NDYtYTVlMy00NWE0LWFjN2MtYjEzZjgyZDgxZTI4XkEyXkFqcGdeQXVyNzQ0MDUyMzg@._V1_UY268_CR151,0,182,268_AL_.jpg"
