,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2014),21624974,"Two Days, One Night (2014) ","两天一夜 Deux jours, une nuit",剧情,7.5,14885,13.6%,51.1%,31.9%,2.8%,0.6%,比利时,意大利,法国,1045271,1032736,1006955,1319699,1012611,1328878,1344291,1344292,1344293,"https://ia.media-imdb.com/images/M/MV5BMjIyMzczMDI0NF5BMl5BanBnXkFtZTgwNjI5Nzk3MTE@._V1_UY268_CR7,0,182,268_AL_.jpg"
