,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,poster
0,(2017),26764928,Faces Places (2017) ,"脸庞，村庄 Visages, villages",纪录片,9.1,19796,63.2%,30.9%,5.2%,0.5%,0.2%,法国,1019157,1359652,1019157,1359652,1055489,"https://ia.media-imdb.com/images/M/MV5BMjIwNTE2MDY1N15BMl5BanBnXkFtZTgwMTk3OTM1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
