,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2015),25956520,The Crossing 2 (2015) ,太平轮(下)·彼岸,剧情,爱情,灾难,6.6,41379,9.8%,27.9%,45.7%,13.1%,3.4%,中国大陆,香港,1027853,1041014,1027883,1197534,1041404,1009179,1018667,1274437,1014618,1051157,1165442,1047358,1322423,1275744,1314827,1274606,1316086,1276076,1321304,1336612,1315233,1301518,1315726,1028490,1275614,"https://ia.media-imdb.com/images/M/MV5BYzZmMzVhODAtYzlhZi00OWVjLWE2ODctMDRhMTIzN2QzMWY4XkEyXkFqcGdeQXVyMjg5MDU0NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
