,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2014),24753687,Nezha (2014) ,少女哪吒,剧情,6.4,12891,9.3%,28.9%,41.2%,15.7%,4.8%,中国大陆,1312793,1349344,1349343,1309215,1349342,1349341,"https://ia.media-imdb.com/images/M/MV5BNjI3NmYzZmQtNjFkMS00YTcyLWIyNzUtOThiMzc0Njc4NWM2XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
