,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2016),25983044,Billy Lynn's Long Halftime Walk (2016) ,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,剧情,战争,8.3,221772,36.6%,44.6%,16.6%,1.7%,0.5%,美国,英国,中国大陆,1054421,1348117,1047958,1012533,1041020,1316450,1344998,1022595,1049514,1328012,1364652,1341260,1342556,1268960,1357909,1364653,1125327,1390151,1390152,1390153,1048166,"https://ia.media-imdb.com/images/M/MV5BMTY1NDI1Nzg4OF5BMl5BanBnXkFtZTgwNjYxOTg4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
