,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2015),25838463,Pixels (2015) ,像素大战 Pixels,喜剧,动作,科幻,6.1,57013,5.5%,20.7%,50.3%,19.2%,4.5%,美国,中国大陆,1049716,1054523,1044719,1000015,1019009,1305235,1019027,1350749,1002683,1027199,1010562,1350748,1048186,1036301,1156402,1350747,1004746,1028003,1027260,1348602,1350750,1045083,1159505,1027474,1027198,"https://ia.media-imdb.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
