,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),10727268,And the Hidden Stash             ,破产姐妹 第二季 2 Broke Girls Season 2,喜剧,8.8,98406,51.1%,37.1%,10.8%,0.8%,0.2%,美国,1010559,1018976,1316011,1318761,1049511,1009328,1031961,1317008,1005037,1031941,"https://ia.media-imdb.com/images/M/MV5BMjA5MDA5MzIyOV5BMl5BanBnXkFtZTgwMjk5NzM2MjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
