,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),24750534,Batman v Superman: Dawn of Justice (2016) ,蝙蝠侠大战超人：正义黎明 Batman v Superman: Dawn of Justice,动作,科幻,奇幻,冒险,6.6,154830,12.5%,27.4%,42.9%,13.4%,3.7%,美国,1031904,1054417,1044713,1022563,1044996,1027144,1053615,1022596,1031216,1031838,1302972,1126747,1327626,1356027,1314597,1144415,"https://ia.media-imdb.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
