,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),20388223,Ji zhan (2013) ,激战 激戰,剧情,动作,运动,7.8,112985,21.5%,49.7%,25.8%,2.4%,0.4%,香港,中国大陆,1275075,1037273,1013782,1319067,1047083,1313954,1045364,1276076,1317884,1316024,1274388,"https://ia.media-imdb.com/images/M/MV5BODcxNDYwOTAyMV5BMl5BanBnXkFtZTgwMDU3Mjk4MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
