,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2013),19973815,Fen shou he yue (2013) ,分手合约,爱情,5.7,126475,4.9%,15.7%,46.2%,25.1%,8.1%,中国大陆,韩国,1319968,1275542,1013782,1028811,1315457,"https://ia.media-imdb.com/images/M/MV5BMTU3ODM3NTE3NV5BMl5BanBnXkFtZTgwMjQ3MTgyMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
