,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2015),24987018,Chek dou (2015) ,赤道,剧情,动作,悬疑,犯罪,6.0,72591,6.0%,20.4%,46.4%,20.9%,6.4%,香港,1318764,1318745,1012563,1037273,1041510,1054562,1010449,1240451,1320362,1275670,1288879,1325753,1077991,1336716,"https://ia.media-imdb.com/images/M/MV5BYTg5YzY4MmMtNThiZS00ODcwLTk4MDgtOThmNDgyNGYxNGFmXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
