,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2015),25724855,Room (2015) ,房间 Room,剧情,家庭,8.8,164056,47.7%,43.5%,8.2%,0.4%,0.1%,爱尔兰,加拿大,英国,美国,1037497,1027194,1332866,1025215,1071016,1031892,1022656,1077066,1323602,1337511,1048189,1232991,1335878,1120309,"https://ia.media-imdb.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
