,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2015),26320029,Wan wan mei xiang dao (2015) ,万万没想到,喜剧,奇幻,冒险,古装,5.5,129828,6.3%,15.0%,40.5%,25.6%,12.6%,中国大陆,1317854,1332932,1312862,1211987,1312820,1320453,1332107,1317854,1002862,1018759,1328769,1339768,1275756,1275913,1339968,1338466,1341375,1340746,1315474,1275307,"https://ia.media-imdb.com/images/M/MV5BMThlYmM3YmMtODQ5MS00YmIyLTg5YjItNTFmYTExYWY0NTYwXkEyXkFqcGdeQXVyNjE2OTg0NDA@._V1_UY268_CR5,0,182,268_AL_.jpg"
