,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),26648249,Moonlight (2016) ,月光男孩 Moonlight,剧情,同性,7.3,75813,13.5%,42.4%,38.5%,4.5%,1.1%,美国,1307235,1340760,1343701,1004702,1049542,1363386,1367169,1367171,1365302,1367170,1367172,1367173,1367174,"https://ia.media-imdb.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
