,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),22523356,Chapter 14             ,纸牌屋 第二季 House of Cards Season 2,剧情,悬疑,9.2,70186,65.0%,29.3%,5.2%,0.4%,0.1%,美国,1031222,1014153,1000347,1281039,1002676,1054432,1002676,1031801,1101571,1123961,1104615,1104745,1319126,1218510,1060674,1078008,1324710,1019030,1004684,1004702,1338025,1077481,"https://ia.media-imdb.com/images/M/MV5BMTg1NjM2NjIyMV5BMl5BanBnXkFtZTgwMjY4OTEyMjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
