,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),25977027,Ah-ga-ssi (2016) ,小姐 아가씨,剧情,悬疑,同性,7.9,120103,25.6%,49.0%,22.7%,2.2%,0.5%,韩国,1137414,1035124,1351047,1032680,1322203,1015294,1010047,"https://ia.media-imdb.com/images/M/MV5BYTBjYjllZTctMTdkMy00MmE5LTllYjctYzg3OTc1MTFjZGYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR2,0,182,268_AL_.jpg"
