,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),26592040,Rippu Van Winkuru no hanayome (2016) ,瑞普·凡·温克尔的新娘 リップヴァンウィンクルの花嫁,剧情,7.5,14412,19.1%,41.9%,32.9%,4.9%,1.1%,日本,1005064,1327137,1314909,1345065,1043383,1241262,1002255,1003182,1019866,1315629,1030629,1339439,1338104,"https://ia.media-imdb.com/images/M/MV5BMTI1MDk0YjYtZTZlMy00YWEwLThmNTItMWY5MmJmOTQyNGZmXkEyXkFqcGdeQXVyNjUyODU3MDM@._V1_UY268_CR4,0,182,268_AL_.jpg"
