,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2017),25900945,Beauty and the Beast (2017) ,美女与野兽 Beauty and the Beast,爱情,歌舞,奇幻,7.2,181155,14.9%,38.1%,40.3%,5.8%,0.9%,美国,1027245,1053624,1027527,1276136,1040531,1305235,1012532,1054410,1054514,1040517,1316167,1009457,1368952,1315242,1208463,1347723,1319194,1176253,"https://ia.media-imdb.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
