,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2015),20326665,Star Wars: The Force Awakens (2015) ,星球大战7：原力觉醒 Star Wars: The Force Awakens,动作,科幻,冒险,7.1,144239,13.8%,37.7%,40.1%,6.6%,1.9%,美国,1010542,1339916,1339915,1009238,1313116,1322327,1027809,1027813,1012481,1334862,1002708,1032150,1044983,1002675,1002757,1223250,1324646,1058729,1319269,1035648,1341238,1341239,"https://ia.media-imdb.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
