,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2017),26661191,Qi men dun jia (2017) ,奇门遁甲,动作,奇幻,4.5,69873,2.4%,6.3%,28.9%,38.4%,24.0%,中国大陆,香港,1275026,1324043,1315861,1274292,1274224,1015236,1312846,1325510,1344877,1314627,1050352,1041404,"https://ia.media-imdb.com/images/M/MV5BODg1ZDI5ZDYtMzYyZC00Y2RhLTkyYjUtYTIyNTI2YzFlOTI3XkEyXkFqcGdeQXVyNzQ5MTg5MzI@._V1_UY268_CR4,0,182,268_AL_.jpg"
