,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2017),25765735,Logan (2017) ,金刚狼3：殊死一战 Logan,剧情,动作,科幻,8.3,250304,37.4%,44.3%,16.4%,1.5%,0.4%,美国,1036395,1010508,1010540,1363476,1053504,1036473,1333382,1364045,1048188,1368229,1055552,1022756,1336664,1368230,1368231,1368232,"https://ia.media-imdb.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
