,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2015),25826612,The Wars to Come             ,权力的游戏 第五季 Game of Thrones Season 5,剧情,奇幻,冒险,9.2,95579,70.1%,23.5%,5.1%,0.7%,0.6%,美国,1342450,1292832,1294637,1350650,1293340,1314668,1019009,1314989,1053571,1076051,1314818,1318962,1004607,1044961,1036559,1314665,1328248,1319269,1009367,1049903,1009362,1002790,1314667,1049588,1040597,1019055,1223494,1341721,1329034,1326517,1075239,1264859,1338565,1027973,"https://ia.media-imdb.com/images/M/MV5BMTk4ODQ0ODQyMl5BMl5BanBnXkFtZTgwMDczODYyNDE@._V1_UY268_CR98,0,182,268_AL_.jpg"
