,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),26653833,Grave (2016) ,生吃 Grave,剧情,恐怖,7.1,38720,12.3%,39.3%,39.6%,7.0%,1.8%,法国,意大利,比利时,1358263,1368368,1368614,1341719,1013704,1325754,1048406,1010933,1370695,1352961,1338535,"https://ia.media-imdb.com/images/M/MV5BMTU3MDUxMDI0MV5BMl5BanBnXkFtZTgwMzk3OTg3MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
