,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2014),24879820,Su-sang-han geu-nyeo (2014) ,奇怪的她 수상한 그녀,喜剧,奇幻,8.3,124375,34.7%,47.3%,16.5%,1.2%,0.3%,韩国,1317274,1315769,1131974,1015328,1315533,1321512,1316208,1306206,"https://ia.media-imdb.com/images/M/MV5BMTU5NTk5Mjk1M15BMl5BanBnXkFtZTgwNDU2MTEyMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
