,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2015),25787888,The Hateful Eight (2015) ,八恶人 The Hateful Eight,剧情,犯罪,西部,8.3,112779,35.9%,47.3%,15.0%,1.3%,0.4%,美国,1054444,1054408,1031814,1004588,1098551,1022762,1025176,1027816,1019069,1136664,1031224,1338882,1040579,1092420,"https://ia.media-imdb.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
