,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2016),26921674,Tôkyô Joshi Zukan             ,东京女子图鉴 東京女子図鑑,剧情,8.7,67058,46.0%,43.8%,9.3%,0.7%,0.2%,日本,1319228,1023587,1005883,1318002,"https://ia.media-imdb.com/images/M/MV5BNWYyODg5NTYtZTc2Ny00NWE2LWJmNjgtNDgwNGM2NmM3YTEyXkEyXkFqcGdeQXVyNzkyNTIyMjM@._V1_UY268_CR176,0,182,268_AL_.jpg"
