,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2017),26586766,Jumanji: Welcome to the Jungle (2017) ,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,动作,奇幻,冒险,7.0,93846,9.6%,39.3%,43.9%,6.3%,0.9%,美国,1040862,1044707,1286162,1049492,1036344,1049552,1000122,1044985,1220062,1329000,1363304,1228823,1386043,1207621,1002715,1349026,1350878,1041116,1179124,1331712,1342071,1036307,"https://ia.media-imdb.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
