,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2014),24297912,Fargo             ,冰血暴 第一季 Fargo Season 1,剧情,犯罪,8.9,51730,55.6%,35.8%,7.5%,0.8%,0.3%,美国,1048279,1037073,1279570,1301100,1023113,1025200,1339882,1036307,1049612,1022713,1027856,1339932,1339933,1025211,1339934,1339935,1339936,1230604,1050176,1211136,1331398,1013849,1031934,1233892,1040542,1027806,"https://ia.media-imdb.com/images/M/MV5BMTg5NTYxNjkyNl5BMl5BanBnXkFtZTgwNzY1Mjg4MTI@._V1_UY268_CR1,0,182,268_AL_.jpg"
