,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2014),25798131,John Wick (2014) ,疾速追杀 John Wick,动作,惊悚,犯罪,7.1,42750,14.8%,36.9%,39.9%,7.1%,1.3%,美国,中国大陆,1289765,1154486,1008070,1041155,1049903,1010539,1009335,1044723,1065550,1323233,1049890,1044868,1010561,1027143,1006967,1013902,1254588,1147707,1126976,1027283,1010684,1105073,1371368,1373421,1351350,"https://ia.media-imdb.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
