,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),10766459,The Family (2013) ,别惹我 Malavita,喜剧,动作,惊悚,犯罪,7.1,53591,11.0%,38.9%,43.5%,5.8%,0.9%,法国,美国,1031876,1054445,1035642,1044701,1334195,1047994,1337955,1000314,1337956,1134009,1082691,1337957,1337958,1337959,1058623,1049467,"https://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
