,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),26628357,A Man Called Ove (2015) ,一个叫欧维的男人决定去死 En man som heter Ove,剧情,8.7,125473,48.0%,41.4%,9.7%,0.7%,0.1%,瑞典,1038123,1000575,1360629,1360693,1180010,1076838,1360696,1360630,1360694,1360695,1102761,1089817,"https://ia.media-imdb.com/images/M/MV5BMDZlYjBkZWYtMmUyZS00ZmFmLThlMGQtYjdiMzFlNDkxNjZhL2ltYWdlXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_UY268_CR0,0,182,268_AL_.jpg"
