,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,poster
0,(2017),26895171,Quartet             ,四重奏 カルテット,剧情,爱情,悬疑,9.1,90334,62.0%,30.7%,6.2%,0.7%,0.3%,日本,1001640,1275989,1321452,1003483,1037118,1275907,1045454,1348382,1353428,1012512,1367376,1274461,1033422,1318970,1012784,1348582,1371253,1320004,1015928,1371254,1338139,1371268,1006871,1371284,1358621,1318963,1352217,1005883,1011644,1023653,1334748,1371333,1360326,"https://ia.media-imdb.com/images/M/MV5BNzk1MDgxN2ItYzFlMy00NWViLTg5YzAtY2I3NWU0ODJiZDc0L2ltYWdlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
